Review,Avg Entity Sentiment,Actual,Predicted
"Had a comfortable stay with my son. The kids menu was good, the hotel made effort to keep the kids happy and my son looked forward to each meal delivery. There was French toast, burger, pasta etc... Meals also came on time. Hotel is also located near eateries so no lack of comfort food around. Delivery from concierge to room was also fast. The use of whatsapp to contact staff or request for items was also very useful.",0.43478260739989905,1,1
"We was assigned to stay here for a week with my daugther. I would like to thanks Mr Raymond for his professionalism and friendliness during our staycation here. The things that he make me more appreciate and more memorable is when he get to know that my girl is bored and he immediatelly made a suprise ""flower balloon"" for her. My girl like it very much and playing with the flower ballon all time even though when sleeping time also put beside her. She was so happy receied this suprised given by Mr Raymond. Really appreaciate it, it makes us wont feel alone when staying here. Food is nice and the room is clean and spacious.",0.5153846167601072,1,1
Hotel service was great! The front desk staff (Judy and Raymond) were attentive to my needs and dietary requests! The WhatsApp line was a plus point which made everything more convenient! Food provided was nutritious too!,0.8555555409855313,1,1
"I love the staff there. The staff help me calm me because I have anxiety attack on the 3rd day of my Quarantine. To me they are the best staff of the year. the staff there send cakes , ice cream and balloons to cheer me up. thoose who wants to go for a staycation this Amara hotel is 100% recommended. staff are friendly and nice too",0.5500000094374021,1,1
My family enjoyed our stay there. We were well taken of. First class room/facilities. Thank you Raymond and amrita and team for accommodating always to our requests. Comm over whatsapp is another plus point.,0.6555555520786179,1,1
"Our stay here has exceeded expectations mostly due to the fantastic service rendered by Raymond. He actually went out of his way on a rainy day to purchase something I requested for but that the hotel did not provide in the ameneties kit, despite me telling him that it was fine, I'll live without it. He even refused to accept payment for. Though it was a very small item, the heart that went into getting it, is priceless. Raymond, you're a gem and Amara is very lucky to have you.",0.39166666381061077,1,1
All the staff here are very attentive to our requests and serve with a personalize touch. They also have very nice rooms and the overall standard of service is great! Highly recommended to anyone visiting Singapore to stay here!,0.7749999947845936,1,1
The hotel environment and service very good. And I appreciate Raymond assist to help and very patience explain to me . He also help me solve my wifi problem. We call to counter and request something they also will provide asap. We order grab food they also will help us take the food and paste to us.,0.3777777809235785,1,1
"Awesome service & great attention to details. Rooms are comfortable. They put in great effort to ensure my child who arrive alone at the hotel is timely received upon arrival. Assist my child with her luggages, make her flower for care n comfort. Truly unforgettable great stay surrounded by amazing team. Mr. Raymond, Mr. William, Ms. Sabrina & Staff of Amara Hotel Singapore are simply wonderful!",0.6263157913559362,1,1
"Our stay was comfortable and nice during our QO at Amara Hotel. Mr Raymond was very helpful and service was very prompt when we requested for additional towels and such. He also frequently check on us on our well being and ensuring our stay is comfortable throughout. Delivery of our food order is also very fast. Food could be improved and have more varieties rather than having rice all days for lunch and dinner. Kids meal are nicer and with more variety like burger and fries, pasta. Food portion for adult were too little but a lot of rice given. Cleanliness should be improved too. We found the room kind of dusty upon checking in and we were also horrified to find nose boogers on the wall. I had to remove it with wet tissue myself. Overall, we do enjoy our stay during the",0.3034482767869686,1,1
"I would like to recommend Amara at Tanjong Pagar as they have a great customer service. Judy and Raymond are wonderful. They checked on your well being, making sure all are well. Small birthday cake was also delivered to my room on my birthday. I was not well and Raymond will text and ask if I need extra blanket. I have never stayed in a hotel with such great people. Good job to Amara.",0.41428570821881294,1,1
I was serving my QO at Amara and the staff were very polite and professional. Raymond ensured that I settled in well into the hotel and would check in regularly with me to see if I needed anything. He would do his best to answer any queries I had. Excellent service. Thank you for making my QO at Amara hotel a much more pleasant experience!,0.6090909066525373,1,1
"  I would like to express my thanks and appreciation for the service and care I received at Amara Hotel from 5 September 2021 to 13 September 2021 during my quarantine order. I was impressed to see the prompt room service rendered by the staff. Every staff member with whom we came in contact was attentive and kind. Every need was catered with perfection making us feel so important and welcomed. I would also like to take this opportunity to compliment your staff by the name of Mr Raymond. To say I am impressed would be an understatement. I felt really comfortable during the stay, and his services are compliment worthy for sure. From providing us with a bottle of disinfectant from his home to buying ice cream for my son, Raymond truly exhibits an exemplary service orientated",0.5160000041127205,1,1
"Thanks Raymond, He is very good, and responsible staff even not under his job duties, he also willing to help. The hotel staff also good service, food also nice but a bit small portion. Thanks a lot..",0.6888888809416029,1,1
"it was a really smooth stay — the staff were really friendly and helpful! they were sincere and patient in responding to requests and delivery of items to my room was always so prompt as well. special thanks to raymond for regularly checking up on me, and sending a cute balloon to my room too :)",0.8499999940395355,1,1
"I am very pleased with my experiences during my duration here in Amara hotel. The room is big and spacious and there is a lot of power outlets which makes charging easier. There is a closet with clothes hanger that let you hang your clothes. The customer service here is great as they attend to your needs very promptly and attentively. Laundry service is very quick. Huge thanks to Raymond who followed up on my needs very attentively and quickly,he made my stay here enjoyable and pleasant.",0.6411764761980843,1,1
"Staff are caring, attend to customers' needs promptly and are professional in their work. They manage their emotions well too. The facilities are well maintained and functional. They are sufficient for a comfortable stay. Well done!",0.6999999965940203,1,1
"The supervisor, Mr Raymond, is very warm and attended to all my requests promptly. In overall about the room, it's spacious, clean, toileteries provided. Location of hotel: walking distance to mrt, lots of good food (korean, japanese, local..) Thanks Raymond for the great service👍👍",0.5071428567171097,1,1
"Had stayed in Amara hotel during our QO. The hotel might not be new but it’s clean n comfortable . Most importantly, I appreciate the excellent service standard . The staffs are very helpful and attentive . Last but not least , It’s very near to the MRT station n a hawker centre is just nearby where u can try our local dishes .",0.3900000035762787,1,1
"Hotel staff service was superb, helpful and welcoming whenever we walk into Amara Hotel. There’s an awesome bar “jigger & pony” within the hotel. Aloysius and Raymond tip top service makes us feel at home",0.6000000059604644,1,1
Thanks Aloysius & Raymond for the wonderful hospitality! Managed to checked in and park my car without much hassle. Guided myself to the bar and the washroom when I much needed after the long journey. Their presence was warm and full of hospitality.,0.5599999994039535,1,1
Amara Hotel have very excellent customer services. Staff was friendly and patience. Special thanks to Raymond for taking care of my parents during their stay. He constantly call them and update me of their well being. I am glad that their quarantine is served at Amara Hotel l.,0.6090909195217219,1,1
"I thought my quarantine stay at Amara would be a long and boring one. Turned out, this had been a most pleasant, comfortable, and memorable stay, to my surprise. It was a totally positive and satisfying experience of 2 weeks stay! Raymond & his team showed concern and went the extra mile to attend to my every need. I had very prompt delivery services to my room and all my friends who came to drop off goods were warmly greeted by the staff. Everyone left Amara impressed by the excellent hospitality of this concierge desk. To go the extra mile, Raymond surprised me with a DIY balloon flower which really warmed my heart and brightened up my day. I really appreciate the outstanding service and splendid attitude of Raymond & his team! Thank You",0.7227272696115754,1,1
"Very good room service that replies almost instantly. The staff brings up all of my deliveries to my room very quickly. Also, they are very nice and managed to change my meals to the vegeterian option in the middle of my QO. Although the room looks a little old and can improve in cleanliness, it was an overall comfortable and pleasant QO stay. Thankyou and special thanks to Raymond and Jody :)",0.6562500018626451,1,1
"Amara hotel have the very good Room service, Special Raymond have the very good service. Any problem just WhatsApp the group . Raymond always quickly arrange to us. He is the good people.Thanks for Amara. Awesome",0.5888888951804903,1,1
"Staff was very friendly and warm. A big shoutout to Raymond, who took great care of me during my stay. Room is not the most updated, but it is adequately furnished. Good view of the city from the room.",0.6888888875643412,1,1
"Service was excellent. Being in quarantine at Amara was a pleasant experience. The staff provided very good service. 1) I rmb I had acai delivered over by my friends and it was melting even though I put it in the mini fridge. I then called the frontdesk to see if they could help me store the pint of acai in a freezer. The staff explained that it was not possible as nothing from my room was supposed to be brought out due to the quarantine order. So I asked whether he had an alternative solution and the staff who spoke to me (not sure who) suggested that he will get somebody to bring a bag of ice up to my room and hopefully that would help. Even though, it did not help much hahaa I am very pleased with his service! 2) I spent my birthday in quarantine and Raymond from Amara",0.1538461555655186,1,2
"Room is well-maintained with everything you need. The staff here are efficient and warm, especially Raymond who periodically checks in on our well-being. When it comes to delivery of grab food or care packages by family and friends, it was delivered quickly, despite the staff making so many trips up during my stay here. Really appreciate that One feedback is probably to provide more variety of food such as having noodles, instead of rice for every lunch and dinner. Overall, satisfactory stay!",0.5227272767912258,1,1
"Really lovely stay with not much to complain about. Raymond and team were efficient in bringing extra amenities when required. Room was large, clean and spacious. Would recommend Amara hotel for their service and hospitality.",0.6777777804268731,1,1
"Overall the stay @ Amara hotel was great, cleanliness, comfort, toilet, my only concern was the food provided during the quarantine order: personal opinion to have personal catered time slots for meal delivery to ensure temperature of food is kept hot/warm. e.g. if someone wakes up early can probably accommodate early breakfast for them 7-8 but if someone sleeps in maybe 9-10am. During the quarantine, whenever u asked for items or order something from outside to be passed to you, it is done efficiently, never more than 10 minutes after the item arrives at the hotel lobby, appreciated that. The aircon here is really solid, kept the room very cold, however faced issues like really dry skin that became painful overtime led me to bring moisturiser eventually, perhaps hotel can",0.18965517498295884,1,2
"Was placed here for a Quarantine Order for 11 days. The room was dated, but still well maintained and comfortable. I did run into some issues with the AC remote but was eventually sorted out. Raymond was very helpful in assisting me and checking in daily, and recommending me the vegetarian menu which tasted better. Some shortcomings of the room were in the restroom where there was some mould growing on the caulk which was a minor issue and the duvet cover and pillowcase were torn and is again, a minor issue. I would like to thank Raymond for the service.",0.026666663587093353,1,2
Thank you for making our stay so pleasant! Kudos to the counter staffs! Top notch personalized service. Thank you for fulfilling all our requests. Highly recommend this hotel for their tip top service!,0.6142857181174415,1,1
"My son and husband had to be quarantine for almost 2 weeks at Amara Hotel. We received tremendous support from the team especially by Mr Raymond Foo. He went beyond what one will do and went out to get Vicks for my son who wasn’t feeling well at almost midnight. And even check on him on his off day. There are no words that can express my thanks to him. From the bottom of my heart, I thank you, and appreciate all you have done.",0.38333333532015484,1,1
"My son and I had to quarantine for 2 weeks at Amara Hotel. We are so blessed to be well taken care of by the team, especially Mr Raymond. We couldn’t have asked for better care and experience during this difficult time for us. Mr Raymond would also contact us regularly to check in on us and ensured that all our room deliveries were on time and accurately delivered. Thank you for the wonderful service!",0.4444444419609176,1,1
"Due to close contact, my family and I had to quarantine for 2 weeks at Amara Hotel from 5 Aug to 18 Aug. During our stay, I had was transferred to different facilities due to medical conditions. The experience at the said facility was different (uncomfortable and fearful). That eye-opening experiences have made me appreciate the amazing clean facility and pleasant services provided by the Amara team. I would like to give a shout-out to Raymond (Front Office) who has been very friendly and helpful throughout my stay. He has been checking in and goes the extra mile for my request. Thank you for making my stay enjoyable and memorable. I would also like to thank Aloysius, the housekeeping team and other Arama staff who has been working hard during the pandemic. The provided meals",0.3719999954104424,1,1
I was under quarantine order and stayed at Amara hotel from 8/8 to 17/8. Their staff Raymond Foo is such a friendly and helpful person. He helps make my stay pleasant and comfortable. He is fast in respond and go the extra mile to make my stay comfortable and enjoyable. I really appreciate his great service. Keep up the good work!,0.5499999895691872,1,1
Amara hotel made my QO a comfortable experience. The staff try their best to make sure I am taken care of. Special thanks to Raymond who is very patient and understanding especially during this difficult times. 👍🏻Thumbs up!,0.716666671137015,1,1
The reception at the hotel really made my quarantine stay a happy experience. Especially this guy at the reception named Raymond. He is patient and very understanding. He understands the psychological stress of quarantine and try to ensure that all my needs are attended to. Glad to see that there are still such caring people around especially during this difficult times. Well done Raymond.,0.5181818198073994,1,1
"We checked in last 1st Aug. due to many restrictions, me and my daughter are reluctant of going in here. but since we have to serve the 10 days of q.o we left with no choice but to go. there are some issues and concerns during our stays that eventually amazed me. we are given a file of papers for us to filled in and to be done during our stay. on top of that, since it will last 10 days for our stay. im worried of the toiletries and the towel we bring wont last til 10 days. as i go thru the papers of do's and dont's, im so happy that the hotel will provide us new sets of toiletries and towels every 3 days which is a great help for us just in case we needed it. on our first day of stay, i just realizes the file of garbage that we will accumulate during the stay, so that",0.14400000333786012,1,2
"This is my 1st time at Amara Singapore. Well, compelled by official reason I was escorted here, rather tear-jerkingly. Never have the luxury of time to plan for this staycation. Much to my astonishment the hotel is paved with hidden 'jewels'. There was this tall and robust Malay attendant who showed me to my room. Though I was then 'ostracised' he accorded me such mannerisms that I felt momentarily normal again and literally forgetting my social stigma. Nightfalls are emotionally distressing in my solitude. That was when I discovered my second jewel. He, Aloysius (Tan?), painstakingly found me a way to preserve items delivered by loved ones to better my predicament. The warmth and empathic assurances were welcoming just like stars brightening up the darkness that chained me.",0.14000000387430192,1,2
"I was in quarantine but it didn’t feel like it. The room was spacious . Enough amenities and when I needed extra they were prompt to deliver . Three times a day food and each day it was different so it was not boring . Staff are very kind and helpful, especially Raymond",0.5999999887176922,1,1
I have been place here to serve my QO and the moment I enter the room I smell a bad cigarette smell and I have sensitive nose I requested to change room and was reject by this guy name RAYMOND. His service and attitude was so bad and he hanged up my call without hearing my request. After that he called again saying I have to call a number to request for the room change thingy so the number he gave me was a counselling hotline. Don’t understand why he can become a manger with such a bad attitude hanging up room guest call!!!! If I were ever go for a staycation this hotel will be out of my list!!!!,-0.3000000062442961,0,0
"I was very shocked when I was told that I need to serve QO. A lot of questions went through my mind thinking how will the QO hotel will be as I have heard horrible story of Quarantine hotels. Thankfully on Tuesday, when I was sent to hotel by the team, I knew that I wil be at Amara hotel for the rest of my stay. The room is clean and well maintained. Upon my arrival, I shared that I would like vegetarian food. However, after my first dinner, I decided to change to the normal meal. I was happy to find a what’s appln chat system for Amara so I can easily text and to request my change. Upon receiving my call, Mr Raymond has kindly called me and helped me with the change. I am still serving my QO here. So far, Mr Raymond has been very responsive when I text in the chat",0.11999999821186065,1,2
"My mother aged 82 was recently served a quarantine order and was informed to stay at Amara Hotel from 25-28 Jul 2021. When we heard about it, we were apprehensive as she has poor vision and at high fall risk. However all our anxieties were uncalled !! We were truly comforted by the regular feedback from your staff Raymond and we know my mum is in good hands. Your Hotel is blessed with such a caring and loyal staff who goes the extra miles for your guests. We like to extend our heartfelt appreciation to Raymond and all others who have bravely step out to serve under such challenging and tough times not to mention putting themselves and their family at risk. Well done Raymond and thank you once again.",0.32105263048096705,1,1
"I was quarantined here. The whole stay was excellent, I received help Raymond as I was not unable to pay cash for my grab food and he offered to pay it for me first. Thanks a lot for the help and sorry for the unnecessary trouble.",0.7500000149011612,1,1
"I was having a bad holiday trip and stayed in Amara after that. The room was cozy that it allow total relaxation. Amara featured an unique service where you can communicate your issues through watsapp, it was quite new to me but raymond, the person on the other end of the phone was very responsive in helping me to make my stay as comfortable as possible. He even made the effort to get me an access point router for me. Issue being, i think im situated in the room that has the lowest and weakest wifi coverage, but the issue was solved in less than an hours time! so KUDOS to the customer service in amara!",0.30000000521540643,1,1
My stay here at Amara was excellent! Despite a few hiccups in the room but the staff were very cooperative and more than willing to help me out. I'd like to commend Raymond for doing such an outstanding job in checking in on whether I had my requests fulfilled. He also went out of his way to offer alternatives when certain solutions were not possible. I truly appreciate it and it definitely made my stay a much better one at Amara.,0.607692301273346,1,1
"I would like to thank every staffs for taking care of my mum during her QO at your hotel. Being an elderly with totally no knowledge in digital device and having slight hearing problems, the staffs have provides super great and nice services to her during her 14 days stay. Even upon check out on her last day, the manager Mr Raymond even escort her out to our car and even joke with my mum and this has greatly make her so happy during her stay at the hotel. Although this 14 days stays was a great nightmare for an elderly who is totally handicap with digital device, the hotel staff have assist us greatly to care for my mum during her stay. On behalf of my family's members, we would like to thank everyone for the great service rendered. Good job Amara Hotel 👍👍👍 Regards,",0.22500000282057694,1,1
"Love the beautiful window view of Tanjong Pagar plaza and the Pinnacle against the clear blue sky, every morning over breakfast! A special mention to Mr Raymond, thank you for the warm hospitality and always checking on things for me. Awesome stay venue :)",0.8636363527991555,1,1
"Very good service. The staff is kind , willing to help , frequently to check everything is ok. The room is spacious and clean. Food service is fine , also the laundry service is efficient too. Excellent 👍🏻👍🏻👍🏻",0.7999999863760812,1,1
"First time here overall 4 over 5 star It's a dbl single bed room with bathroom with bathtub The room is clean and spacious just hope more channel for the TV. The service here is fast, they have a number to message after they reply they will be there ASAP. Staff is very polite and answer all of my question patiently (aloysius on the first 1-2 day on the Wi-Fi and changing of kettle) ( Raymond on the next few days of my stay) give me extra help with the change of food (changing the menu last min) , help with the item i needed/request and will follow up on the service. Thank you :)",0.5166666805744171,1,1
"Honestly, the service was so good, from house keeping to front desk. Loved the housekeeping lady who picks up the phone and she recognises that I'm more comfortable speaking and chinese and automatically switches! There are 3 staff total at the front desk during my 2 weeks stay, and one of them is Raymond. Honestly, all 3 of them were sooo nice and great. But I managed to meet Raymond in person when checking out. He looked like a very fine gentlement in a very nice suit. So impressed by his outfit as it was so formal eventho he can't meet his guests due to the fact that Amara is now a Government Quarantine Facility. The only down side of this stay is that the hotel room is old. Tears in the paint of the wall and leakage in showers. Shower gets clogged easily from hair and I'm",0.20344828017826738,1,1
"Stayed here to serve my QO. First impression of the room was that it’s a little dated. Aircon also not functioning well. What really impressed me was the service rendered by the team to follow up and check on me making sure I’m comfortable during the stay. I also really like the WhatsApp messaging platform, replies were promptly. Thank you Raymond Judy Aloysius and the rest of the team. Stay safe all.",0.5499999906335559,1,1
"The QO has been a mentally exhausting journey. Kudos to the Amara team led by Mr Raymond and all,certis cisco team, and MOH that despite of the lapse of inter department communications have made all necessary efforts to make the QO a better experience for me.Stay safe",0.1000000020632377,1,2
The room is huge and there’s a bathtub you can use. Heater works well and water pressure is superb. It has been a pleasant and comfortable stay. Raymond and Aloysius’s team really went the extra mile to make my stay feel at home and my every needs attended with care and attention. I would like to personally thank Raymond for coming up my room just to check if I needed anything more to make my stay a comfort. Would definitely recommend my friends and family to come here. Thank you.,0.7842105219238683,1,1
"I was quarantined for 2 weeks and had the most pleasant stay here at the Amara. Although the room was slightly dated, but it was very spacious and comfortable. The bathroom was big and had both a shower and bathtub which I thoroughly enjoyed. Would be great if there was a wider variety of food and came hot. Nonetheless I would like to thank all the staff here, in particular Raymond, who has been warm and welcoming as he personally made his way to make me and my boyfriend's stay more comfortable. I would also like to thank the other staff, Aloysius who was very prompt with my requests and the additional support on Whatsapp was brilliant. Please continue to keep the good work. I feel sad to leave the Amara today, but I hope I will come back next time as a guest just for its top",0.6047619013559251,1,1
"I stayed in this hotel for 2 weeks during my SHN. Despite my misgivings, the food was good, with supply of water and coffee. Any of my requests were heard and support was provided in time. I would like to say special thanks to Mr. Raymond from hotel services for very important help with my problems during isolation.",0.4200000102321307,1,1
"Brought a few Japanese friends here for dinner! The ambience is great, food is yummilicious and service rendered by the staff, especially Manager Rui Qing was simply awesome! We love especially the Peking duck, mapo tofu and wasabi prawns! We would like to give it our 2 thumbs up for the overall wonderful experience! Tha k you! Sincerely, Bling Queen",0.6882352802683326,1,1
I had a pleasant stay. Thanks to concierge Raymond Foo and his team for making the 14 days so bearable. It was a brilliant idea to be able to communicate with Raymond and team via WhatsApp too! Very impressed with the frequent supply of bottled water. i did raised some issues during my first few days of stay and they were promptly solved. Thank you Raymond for being so accommodating and helpful! Kudos on a job well-done!!,0.6307692321447226,1,1
"Amara Hotel as a whole is excellent and my whole experience for the 14 days here I can said is perfect. Customer service (e.g. Raymond) and too many I staff I had engaged provides professional and very prompt service. In short, I am always being served promptly (i.e. fast). Taking this to thank all Customer Service Team for the excellent job you are doing. For for the location, it is a very good location to get foods and too for people to visit you. Strongly recommend.",0.7333333293596903,1,1
"I stayed here for 2 weeks and the service in the first two days was poor. I had a horrible room with non-functioning amenities; diet needs were not adhered to as requested. But I didn't want to make a fuss so I didn't say anything. Thanks to Raymond and his team of very responsive mates the attentiveness of the team turned around my initial bad feelings of being at the Amara! The desk proactively called to check if my needs were met, even when I didn't ask for anything they called just to see if things were ok! I voiced some concerns and these were very promptly dealt with while frrquent contact was maintained unobtrusively via whatsapp! The new room which I was promptly switched to had the perfect amount of plugs, sockets, and space for me to work and live comfortably. I",0.38461539063316125,1,1
"I’d like to share my sincere thanks and appreciation to the customer service team (Judy & Raymond) who have been amazing and made my quarantine stay at Amara hotel much more comfortable & enjoyable than i would ever have thought. They responded within minutes to the whatsapp messages and always kindly found a solution. The recent reviews are accurate and reflect a high level of customer service- bravo! The room was comfortable, and had enough space for my 4 suitcases + to put a yoga mat to exercise. The view on the Pinnacle is fabulous (see photos). The only minor negative point is that some parts of the room were a bit old & rusty, and the wifi is sometimes not strong enough for business video calls (once you remove the video and keep the audio that’s fine). Food wise: the",0.4222222216151379,1,1
"Generally great customer service as the team provides whatever you need timely. Just whatapps or call the team and they will respond immediately. Grab deliveries are also brought up to the room almost immediately. Special thanks to Raymond and Judy who took care of us diligently. Only problem is the wifi. They need to upgrade ASAP as executives like us who need to work virtually during the 2 weeks quarantine is a big challenge. Esp with video calls, zooms etc.",0.38749999552965164,1,1
"Customer service is superb. A fantastic organisation! Great cutomer support from beginning to end of the process. The team are really informed and go the extra mile at every stage. I would recommend them unreservedly. Especially Mr. Raymond, he is follow up closely on my baby's meal.",0.6100000016391277,1,1
"We would like to express sincere appreciation for the service and care received from the Staff of Amara Singapore. Every staff member with whom we came in contact physically or over the phone was attentive, friendly and professional. We practically thank Raymond for his kindness and for making all the arrangement for us to have a comfortable stay. Thank you again, Raymond, for such an outstanding service.",0.6230769249109122,1,1
"It was amazing staying for 2 weeks, especially appreciated to Raymond, he provided and demonstrated super nice service and hospitality! Appreciated so much!!! All team super engaged to achieve super great service!",0.7199999928474426,1,1
"My wife and I stayed here for 2 weeks to serve our Stay Home Notice. The hotel and rooms are okay, but what's excellent are the staff --and in particular, Raymond, who goes above and beyond to make sure that all of our needs were met. Beyond that, he also checks in with us on a personal level as he empathizes with the challenges of being in quarantine. Goes without saying that this is something that he doesn't have to do but he does anyway and that speaks volumes as to the level of commitment and the kind of person that Raymond is. This reflects really well on the hotel and I hope there are more folks like Raymond exemplifying what real hospitality looks like. Staying here comes highly recommended mainly for the people representing the hotel!",0.25652174586835114,1,1
"Serving my 2 weeks stay home notice at this hotel. Really happy with the service, the foods provided by the hotel. As I am a chili lover, request few rounds of chili source from the hotel front desk. Mr. Raymond who attend on my request generously give few types of chili for me to try. Appreciate for all the fantastic service!!!",0.3214285687676498,1,1
"Stayed 14 days for compulsory SHN, the room, furniture & fixtures are dated but the great customer service from Raymond and the hotel staffs made this stay a comfortable one. Thank you and well done, staffs of Amara Hotel !",0.5888888902134366,1,1
"The room was clean and the service was truly great. The food was really good and the different dishes were given everyday. Special thanks to Mr. Raymond who ensured my stay was comfortable. If planning for a staycation, great place to be in.",0.7888888782925076,1,1
"Big thanks to Raymond during my quarantine period. Nice guy, friendly and willing to solve issues. Good service provided by the hotel. Bed is comfortable, duvet is down, which gives a good comfort as well as the warmth.",0.6300000190734864,1,1
"I stayed in this hotel for two weeks starting from mid February 2021 to early March 2021 for my two weeks quarantine because of Covid 19. The room service was great; the staff take a short time to bring up my orders when I order them from Grab Food, or when I have other request such as to bring up a box of ice. One particular receptionist, Raymond, was very helpful and friendly. Other receptionist was friendly too. My occasional calls when I have questions or request kept my mine sane over the two weeks quarantine. I was staying on the 17th floor of Amara, the view here is good. Directly in-front is the Pinnacle @ Duxton HDB.",0.38571429359061377,1,1
"I flew into Singapore on March 12’th evening, my first flight since Pandamic Lockdown After a tiring flight, we were transferred to Amara Hotel The hotel team was very hospitable, the rooms were newar and clean and the food through Room Service was amazing Special thanks to Raymond for helping",0.8818181644786488,1,1
I was places at Amara during my 2 weeks quarantine in February 2021. Staff very helpful and supportive especially Raymond made a difference when we encountered a problem during our stay. Pool is looking spacious and nice considering this is a city hotel. Great location with shops and restaurants in walking distance. Noise from a construction site across the street.,0.42941176365403566,1,1
"I stayed at the Amara hotel and was very impressed by the excellent customer service... Hotel Manager Raymond and his team of staff were kind, professional, and went above and beyond to support. They made my stay here a very pleasant experience!",0.799999992052714,1,1
"I came back from Dubai and was sent to Amara Hotel @ Tanjong Pagar to be quarantined for 14 days. I was pleasantly surprised by the excellent service and attitude provided by the hotel staff here. I want to give special thanks to this gentlemen by the name of Raymond who has provided excellent service and help during my stay here, always willing to go out of the way to satisfy my requests and queries . Will strongly recommend this hotel.",0.4933333396911621,1,1
"Miss Oonah was very professional, compassionate, concerned & helpful in rendering her services to my family during our stay on 12th & 13th Dec 2020. She personally attended to our requests & issues...",0.40000000099341076,1,1
"Had our wedding last Sunday at Amara Singapore. Despite covid and limitation, the wedding was well managed and supported by Amara staff. Especially Ivan, Jeffrey and Jason who help to ensure the wedding goes smoothly.",0.43000000938773153,1,1
"Staying at Amara for SHN. First room they gave was dank and smelled of mold & mildew. Caulking around tub and shower definitely had mildew and mold. Room had not been cleaned -- hair from a previous guest was still on the carpet. Also had roaches. A half-full glass of water was still in the room. The dirt next to the mini-fridge was so thick I could draw in it. Amara moved us to a ""refurbished room"" and it is cleaner -- but the air con vent is filthy with dark colored lint and grease -- so, clearly the air in the hotel is dirty. Under the TV credenza had not been cleaned -- there were food particles from previous guests, lint and dust. Under the bed was similar -- oh, and yes, there was still hair from previous guests as well. I don't believe Amara's management has any",-0.26764706368832025,0,0
I wish to express my heartfelt gratitude to Raymond and William who “saved” the day when my booking got cancelled by Agoda. I did not even realize it until I check in at the hotel. Understand that they should not entertain walk in customers as the hotel will be converted to serve as a Stay Home Designated Facility on the following day. However both of them make an effort to make several calls and managed to secure one room for us so that my kids will not be disappointed. Thank you once again for making the exception and turning the disappointment into a memorable staycation.,0.3222222278515498,1,1
"I would like to express my appreciation to the wonderful staffs esp to Raymond & Thomas who made our stay a memorable one. Our choice of staying in Amara has always been about the excellent service provided by the staffs. Raymond has always been attentive to the small details upon checking in by asking at which is our convenience time for our breakfast & swimming for our time in Amara. Making my daughter smile & happy by entertaining her & giving her candys. When he saw us returning to the hotel, he will ask how was our dinner or have you eaten & gave us directions to halal restaurants. To Thomas thank you for checking us thru & he was so courteous & polite & making effort to canvass with us and with the rest of the customers he checked in. Raymond & Thomas has the service",0.4000000079211436,1,1
Front desk staff were exceptional especially Raymond who assisted us with many queries and requests pertaining to the rooms we booked (2 A 3 C). Hotel interior is slightly dated and run down but clean. Location is fantastic and worth exploring if you don't work in the area ;) Overall great experience despite COVID-19!,0.5500000149011612,1,1
"The person that attentended to us, Raymond was extremely helpful and kind hearted towards us....he was very accomodative and my whole family was very happy with his help and services....we will consider to staycay in Amara again in the future.",0.6999999980131785,1,1
"Everything was very clean. Facilities were gorgeous and clean too, the gym was top notch and gorgeous. People were very pleasant and obliging, service was rendered promptly. Service staff Raymond was welcoming, kind and engaging. Thank you!",0.842857130936214,1,1
"We bought work from hotel package at Amara Tanjong Pagar. Very nice hotel, cozy room and most importantly superb service by Thomas and Raymond. Check in and check out was very smooth. They handled my icepack for breastmilk well. We almost forgot to ask for carpark coupon but they kindly offered during checkout. Will definitely come back again :)",0.4499999986340602,1,1
"By far, Amara Hotel Singapore is the best hotel for Day Use, in my opinion. We booked a stay from 7am to 7pm on 17th Dec 2020 and we were well received by Mr Raymond at the Concierge. He greeted every guest with his under the mask warm smile and ensured he attended to every guest in line with attentiveness. When we had forgotten to collect our parking coupon for the day, Mr Raymond had personally delivered it to our room. His friendly nature and easy to chat personality made guest like me feel comfortable and definitely looking forward to return here again. While we checked out at 7pm, Mr Raymond and Mr Thomas noticed that we had not utilised our $25 credit at the Tea Room. He allowed for exception for us to quickly make our purchase within that few minutes. That was",0.27727273309772665,1,1
"Thank you for your kind help and service during this period. I feel very warm and satisfied. I wish you all the best in your future career and life. In the future, if there is a need for friends or classmates I know, I will recommend your hotel to them.",0.4555555639995469,1,1
"Staff was all very accomodating, specially Noorjan and Raymond. We got a complimentary upgraded room and Raymond was also helpful, giving us tips and allowing our check out time extend to a couple more of hours to rest more, as we did not had a sound sleep. A pat on their backs for a great customer service.",0.7363636331124739,1,1
I been here for almost 3 months Stay in hotel amara Always been Very good service by Raymond . He will always chit chat with us and staff greet us well . I gonna missed the hotel and staff here . Thank you Amara,0.5000000046566129,1,1
Great service and attentive . My friends and I had a great stay 😊 Concierge Raymond was friendly and prompt in service 👍🏻 Near amenities - so we had a great time walking around d and shopping. Will definitely return again .,0.5874999985098839,1,1
Comfortable and immersing relaxing place. And also there quite alot of place to walk around. And also staff was also quite friendly and helpful especially Raymond. He was quite nice and also I was very impressed with his service.,0.6200000047683716,1,1
